Title,Website,Phone Number,Category,Reviews,Rating,Longitude,Latitude,Facility Wifi,Facility Projector,Facility Food & Drink,Facility Whiteboard,Facility AV Equipment,Facility Stationeries,Harga,Kapasitas,Size Room,Address,Kabupaten,Review,Image,Review_preprocessed,clean stopword
Ruang Kita,http://ruangkitatebet.com,2183795498,Function room facility,228,4.4,106.8460832,-6.2398112,Yes,Yes,No,Yes,Yes,No,187500,10,Small,Jl. Tebet Barat Dalam VII No.21. RT.9/RW.6. Tebet Bar.. Kec. Tebet. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12810,Jakarta Selatan,"Tempatnya bersih dan nyaman banget untuk belajar, training, atau meeting yang tidak terlalu formal, Seperti di rumah tapi tetap bisa serius. Memang parkiran terbatas dan sekat antar ruangan tidak kedap suara, Tempatnya kondusif serta suasana ruangan sangat nyaman untuk digunakan. Akses ke jalan tol, tempat makan, dan mini market juga mudah untuk dijangkau. Pelayanannya pun ramah dan sangat welcome dalam membantu apabila kami memerlukan berbagai hal, biaya yang cukup terjangkau, Ruang Kita mampu menjadi tempat yang sangat recommended untuk menyelenggarakan berbagai acara, Tempatnya nyaman untuk buat berbagai kegiayan seminar dan workshop. Lengkap dengan refreshment area dan musholla. Hanya saja tempat parkirnya tidak terlalu luas, Tapi sayang parkirannya super dikit banget jadi kadang parkir di pinggir jalan, Cuma ga ada tempat parkir dan lumayan jauh dari tempat penjual makanan sih, Parkiran jg sangat terbatas, Parkir mobil perlu sedikit usaha, Tempatnya asik buat workshop sayang parkiran sempit, Ruang nya enak, hanya parkirnya sangat sempit, Parkir sempit",43.jpg,tempat bersih dan man banget untuk belajar training atau meeting yang tidak terlalu formal seperti di rumah tapi tetap bisa serius memang parkiran terbatas dan sekat antar ruangan tidak kedap suara tempat kondusif serta suasana ruangan sangat man untuk digunakan akses ke jalan tol tempat makan dan mini market juga mudah untuk dijangkau pelayanan pun ramah dan sangat welcome dalam membantu apabila kami memerlukan berbagai hal biaya yang cukup terjangkau ruang kita mampu menjadi tempat yang sangat recommended untuk menyelenggarakan berbagai acara tempat man untuk buat berbagai kegiayan seminar dan workshop lengkap dengan refreshment area dan musholla ha saja tempat parkir tidak terlalu luas tapi sayang parkiran super dikit banget jadi kadang parkir di pinggir jalan cuma ga ada tempat parkir dan lumayan jauh dari tempat penjual makanan sih parkiran jg sangat terbatas parkir mobil perlu sedikit usaha tempat asik buat workshop sayang parkiran sempit ruang enak ha parkir sangat sempit parkir sempit,bersih man banget ajar training meeting formal rumah serius parkir batas sekat ruang kedap suara kondusif suasana ruang man akses jalan tol makan mini market mudah jangkau layan ramah welcome bantu biaya jangkau ruang recommended selenggara acara man kegiayan seminar workshop lengkap refreshment area musholla ha parkir luas sayang parkir super dikit banget kadang parkir pinggir jalan ga parkir lumayan jual makan sih parkir jg batas parkir mobil usaha asik workshop sayang parkir sempit ruang ha parkir sempit parkir sempit
Regus - Jakarta Menara BCA Grand Indonesia,http://regus.com,2123584400,Office space rental agency,194,4.5,106.821749,-6.19557,Yes,Yes,No,Yes,Yes,No,250000,10,Small,Menara BCA Grand Indonesia JI. Jl. M.H. Thamrin No.1. RT.1/RW.5. Menteng. Jakarta. Central Jakarta City. Jakarta 10310,Jakarta Pusat,"Good Location for Office, Clean and nyaman, higt Business atmosfer, tenang, buat meeteng dan konsentrasi tinggi jauh dari hiruk pikuk bising nya jalanan ibu kota, karena ada di lantai 50, kitchen nya rapih dan bersih, toilet bersih, ada mushollah, lobby, ruang tamu, resepsionist, think pod, dan ada sofa, keren deh pokok nya buat anak muda cocok bgt, regus keren,  Sewa ruang kantor yang bagus. Harga sewanya terjangkau & sudah termasuk meeting room, Wifi, printer & fax,  sumpah keren banget parkir liarnya kurang dari 5 menit disuruh bayar 5.000 terus ngotot lagi ..security nya juga payah banget masa parkir liar di izinin ama securtynya langsung hebat hebt..... ngasih kertas mengatas namamkan MENARA BCA GRAND INDONESIA keren banget yah salut dah sukses terus",44.jpg,good location for office clean and man higt business atmosfer tenang buat meeteng dan konsentrasi tinggi jauh dari hiruk pikuk bising jalanan ibu kota karena ada di lantai kitchen rapih dan bersih toilet bersih ada mushollah lobby ruang tamu resepsionist think pod dan ada sofa keren deh pokok buat anak muda cocok bgt regus keren sewa ruang kantor yang bagus harga sewa terjangkau sudah termasuk meeting room wifi printer fax sumpah keren banget parkir liar kurang dari menit disuruh bayar terus ngotot lagi security juga payah banget masa parkir liar di izinin ama securty langsung hebat hebt ngasih kertas mengatas namamkan menara bca grand indonesia keren banget yah salut dah sukses terus,good location for office clean and man higt business atmosfer tenang meeteng konsentrasi hiruk pikuk bising jalan kota lantai kitchen rapih bersih toilet bersih mushollah lobby ruang tamu resepsionist think pod sofa keren deh pokok anak muda cocok bgt regus keren sewa ruang kantor bagus harga sewa jangkau meeting room wifi printer fax sumpah keren banget parkir liar menit suruh bayar ngotot security payah banget parkir liar izinin ama securty hebat hebt ngasih kertas namamkan menara bca grand indonesia keren banget yah salut dah sukses
Kempinski Grand Ballroom,http://kempinski.com,2123583800,Event venue,400,4.7,106.8199265,-6.1951857,Yes,Yes,Yes,Yes,Yes,Yes,50000000,300,Large,Grand Indonesia. West Mall. Jl. M.H. Thamrin No.1. Daerah Khusus Ibukota Jakarta 10230,Jakarta Pusat,"Grand Ballroom.....fasilitas n pelayanan oke, Bagus, bersih, security dan staf yang ramah, car parking dan akses yang mudah menuju lobby dan ballroom, Terdapat restoran dan  lounge yang akan memanjakan selera kita, Tempat y bagus nyaman ballroom y luas, ballroom dan cukup impresif dalam hal fasilitas dan makanan dari pihak hotel, Pada jam tertentu jalanan menuju hotel ini sangat macet. Ballroom mereka cukup mewah, luas, bersih dan rapi. Staffnya cukup ramah, Tempat utk training nya di ballroom oke keren .... dan menu snack dan lunch nya .... menggiurkan rasa dan tampilan nya, Lokasi di tengah kota, parkiran luas, tempat nyaman",45.jpg,grand ballroom fasilitas n pelayanan oke bagus bersih security dan staf yang ramah car parking dan akses yang mudah menuju lobby dan ballroom terdapat restoran dan lounge yang akan memanjakan selera kita tempat y bagus man ballroom y luas ballroom dan cukup impresif dalam hal fasilitas dan makanan dari pihak hotel pada jam tertentu jalanan menuju hotel ini sangat macet ballroom mereka cukup mewah luas bersih dan rapi staff cukup ramah tempat utk training di ballroom oke keren dan menu snack dan lunch menggiurkan rasa dan tampilan lokasi di tengah kota parkiran luas tempat man,grand ballroom fasilitas layan oke bagus bersih security staf ramah car parking akses mudah lobby ballroom restoran lounge manja selera bagus man ballroom luas ballroom impresif fasilitas makan hotel jam jalan hotel macet ballroom mewah luas bersih rapi staff ramah utk training ballroom oke keren menu snack lunch giur tampil lokasi kota parkir luas man
CEO SUITE Sahid Sudirman Center,http://ceosuite.com,2180631888,Business center,56,4.4,106.8185809,-6.2108744,Yes,Yes,Yes,Yes,Yes,Yes,200000,30,Medium,Sahid Sudirman Centre. Jl. K.H. Mas Mansyur No.86. RT.10/RW.11. Karet Tengsin. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10250,Jakarta Pusat,"Kantor mewah dengan layanan premium.
Mereka memiliki fasilitas kelas atas untuk mendukung pertemuan saya dan semua staf sangat profesional dan membantu, saya tidak pernah kecewa, ini akan dengan mudah menilai sebagai salah satu yang terbaik, Kantor yang sangat baik, layanan yang sangat baik.. tempat yang bagus untuk bekerja",46.jpg,kantor mewah dengan layanan premium mereka memiliki fasilitas kelas atas untuk mendukung pertemuan saya dan semua staf sangat profesional dan membantu saya tidak pernah kecewa ini akan dengan mudah menilai sebagai salah satu yang terbaik kantor yang sangat baik layanan yang sangat baik tempat yang bagus untuk bekerja,kantor mewah layan premium milik fasilitas kelas dukung temu staf profesional bantu kecewa mudah nilai salah kantor layan bagus
MULA Kotatua Jakarta,http://mulaindonesia.com,8119466466,Coworking space,252,5.0,106.8122585,-6.1340332,Yes,Yes,No,Yes,Yes,No,150000,20,Medium,Patokan : Seberang Halte Transjakarta (Busway) Museum Fatahillah. Jl. Kali Besar Timur 4 Blok Cipta Niaga No.37. Pinangsia. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11110,Jakarta barat,"Coworking space yang letaknya sangat strategis di dekat tempat wisata Kota Tua, sudah beberapa kali mengunjungi mula dan tidak pernah kecewa, Tempatnya enak banget buat kerja. Adem, ga berisik. Tenang. Koneksi wifinya kenceng, Menyenangkan sekali pakai coworking space di sini. Wifi lancar, tempat nyaman, dan tidak ada gangguan sama sekali",47.jpg,coworking space yang letak sangat strategis di dekat tempat wisata kota tua sudah beberapa kali mengunjungi mula dan tidak pernah kecewa tempat enak banget buat kerja adem ga berisik tenang koneksi wifi kenceng menyenangkan sekali pakai coworking space di sini wifi lancar tempat man dan tidak ada gangguan sama sekali,coworking space letak strategis wisata kota tua unjung kecewa banget adem ga berisik tenang koneksi wifi kenceng senang pakai coworking space wifi lancar man ganggu
GoWork fX Sudirman - Coworking and Office Space,http://go-work.com,2129264178,Coworking space,234,4.6,106.8040011,-6.2244473,Yes,Yes,No,Yes,Yes,No,125000,8,Small,fX Sudirman. 7th Floor. Jl. Jenderal Sudirman Jl. Pintu Satu Senayan. RT.1/RW.3. Gelora. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10270,Jakarta Pusat,"Tempat yang asik untuk kerja, Tempatnya nyaman banget buat kerja , AC nya dingin , bersih, aman , Pelayanannya bagus , tempatnya juga strategis, Tempat yang asik buat kerja, bersih dah staff nya baik banget. Aku sih rekomendasiin buat kalian yang cari tempat cozy dan asyik bisa mampir kesini guys",48.jpg,tempat yang asik untuk kerja tempat man banget buat kerja ac dingin bersih aman pelayanan bagus tempat juga strategis tempat yang asik buat kerja bersih dah staff baik banget aku sih rekomendasiin buat kalian yang cari tempat cozy dan asyik bisa mampir kesini guys,asik man banget ac dingin bersih aman layan bagus strategis asik bersih dah staff banget sih rekomendasiin cari cozy asyik mampir kesini guys
SwissÃ´tel Jakarta PIK Avenue,http://swissotel.com,2122571000,Event venue,14,4.4,106.7409403,-6.1094677,Yes,Yes,Yes,Yes,Yes,Yes,500000,60,Large,Pantai Indah Kapuk St. RT.6/RW.2. Kamal Muara. Penjaringan. North Jakarta City. Jakarta 14470,Jakarta Utara,"Pergi ke sana untuk rapat. Cukup nyaman, Meeting room ok banget, untuk meeting ataupun training jg oke nih tempatnya, Ruang meeting dan koneksi wifi yang baik, Hanya saja parkir cukup sulit untuk didapat jika mencari di basement, Kami kesulitan memarkirkan mobil krn jatah parkir area hotel di basement tidak dijaga,  sehingga diparkiri oleh bukan tamu hotel, parkir cukup memadai hanya saja berada di basement.",49.jpg,pergi ke sana untuk rapat cukup man meeting room ok banget untuk meeting ataupun training jg oke nih tempat ruang meeting dan koneksi wifi yang baik ha saja parkir cukup sulit untuk didapat jika mencari di basement kami kesulitan memarkirkan mobil krn jatah parkir area hotel di basement tidak dijaga sehingga diparkiri oleh bukan tamu hotel parkir cukup memadai ha saja berada di basement,pergi rapat man meeting room ok banget meeting training jg oke nih ruang meeting koneksi wifi ha parkir sulit cari basement sulit parkir mobil krn jatah parkir area hotel basement jaga parkir tamu hotel parkir ha basement
HUB2U Coworking Space,https://www.instagram.com/hub2u.id/?hl=en,2145878111,Coworking space,106,4.0,106.9006047,-6.1676388,Yes,Yes,No,Yes,Yes,No,100000,8,Small,Jl. Boulevard Raya Blok TT2 No.17. RT.10/RW.15. Klp. Gading Tim.. Kec. Klp. Gading. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta 14240,Jakarta Utara,"Tempat bekerja ideal yang nyaman dan produktif, Coworking Space, paling murah se-DKI Jakarta, fasilitas dan layanannya gak sebanding dengan harga yang terbilang cukup mahal, Space buat parkir di depan juga sempit dan kepanggang oleh matahari, Untuk parkir motor aja susah, apalagi mobil, Disarankan untuk tidak membawa mobil sendiri ketika datang ke sini, karena slot parkir sangat terbatas",50.jpg,tempat bekerja ideal yang man dan produktif coworking space paling murah se dki jakarta fasilitas dan layanan gak sebanding dengan harga yang terbilang cukup mahal space buat parkir di depan juga sempit dan kepanggang oleh matahari untuk parkir motor aja susah apalagi mobil disarankan untuk tidak membawa mobil sendiri ketika datang ke sini karena slot parkir sangat terbatas,ideal man produktif coworking space murah dki jakarta fasilitas layan gak banding harga bilang mahal space parkir sempit panggang matahari parkir motor aja susah mobil saran bawa mobil slot parkir batas
ke:kini ruang bersama,https://www.instagram.com/kekinicoworking/?hl=en,816713600,Coworking space,328,4.4,106.8371413,-6.188207,Yes,No,No,Yes,Yes,No,150000,10,Small,Jalan Cikini Raya No 45 Cikini Menteng RT.16. RT.16/RW.1. Cikini. Kec. Menteng. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10330,Jakarta Pusat,"Tempatnya sangat strategis dan mudah diakses dgn berbagai moda transportation massal, Nyaman buat kerja atau meeting, Juga ada kopi enak, Tempatnya nyaman. Cepat akses internet nya, Area parkir terbatas, sempit, Tempat lumayan cozy tp sempit dan parkir susah, Parkir bisa menjadi tantangan, Sulit mencari tempat parkir",51.jpg,tempat sangat strategis dan mudah diakses dgn berbagai moda transportation massal man buat kerja atau meeting juga ada kopi enak tempat man cepat akses internet area parkir terbatas sempit tempat lumayan cozy tp sempit dan parkir susah parkir bisa menjadi tantangan sulit mencari tempat parkir,strategis mudah akses dgn moda transportation massal man meeting kopi man cepat akses internet area parkir batas sempit lumayan cozy tp sempit parkir susah parkir tantang sulit cari parkir
Working Zone,http://workingzone.id,88211614789,Coworking space,36,4.8,106.8174564,-6.2414624,Yes,Yes,No,No,Yes,No,85000,6,Small,Nomor 42.A. Jl. Bangka Raya. Pela Mampang. Kec. Mampang Prpt.. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12720,Jakarta Selatan,"Coworking space yg sangat nyaman buat bekerja, Sangat nyaman, Bagus tempatnya, Nice place to work, friendly staff and fast internet, Ini memiliki tempat parkir yang luas",52.jpg,coworking space yg sangat man buat bekerja sangat man bagus tempat nice place to work friendly staff and fast internet ini memiliki tempat parkir yang luas,coworking space yg man man bagus nice place to work friendly staff and fast internet milik parkir luas
Golden Ballroom - The Sultan Hotel & Residence Jakarta,http://sultanjakarta.com,215703600,Convention center,363,4.8,106.8099382,-6.2173852,Yes,Yes,Yes,No,Yes,Yes,450000,140,Large,Jl. Gatot Subroto. RT.1/RW.3. Gelora. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10270,Jakarta Pusat,"Lokasi di pusat kota, Very comfortable, Good venue, strategic location, good sound system too, Strategis, luas parkirnya, good hospitality dr petugasnya, sangat rekomendasi jika ada eventÂ² besar dan parkirnya sangat luas",53.jpg,lokasi di pusat kota very comfortable good venue strategic location good sound system too strategis luas parkir good hospitality dr petugas sangat rekomendasi jika ada event besar dan parkir sangat luas,lokasi pusat kota very comfortable good venue strategic location good sound system too strategis luas parkir good hospitality dr tugas rekomendasi event parkir luas
GoWork Coworking and Office Space,http://go-work.com,2130006718,Coworking space,296,4.7,106.822788,-6.1993051,Yes,Yes,No,Yes,Yes,No,125000,12,Small,Chubb Square. 9th Floor. Jl. M.H. Thamrin No.10. RT.14/RW.20. Kb. Melati. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10230,Jakarta Pusat,"Tempatnya nyaman banget, Staff nya juga friendly banget! Ditempat ini kita bisa berkarya sambil menikmati hidangan tanpa harus meninggalkan pekerjaan, karena kantor dan cafe ada dalam satu lokasi yang sama, Tempatnya strategis banget, dapat dijangkau dengan semua transportasi umum seperti kereta bandara, MRT dan juga Busway.",54.jpg,tempat man banget staff juga friendly banget ditempat ini kita bisa berkarya sambil menikmati hidangan tanpa harus meninggalkan pekerjaan karena kantor dan cafe ada dalam satu lokasi yang sama tempat strategis banget dapat dijangkau dengan semua transportasi umum seperti kereta bandara mrt dan juga busway,man banget staff friendly banget karya nikmat hidang tinggal kantor cafe lokasi strategis banget jangkau transportasi kereta bandara mrt busway
vOffice - Office 8 (Virtual Office | Serviced Office | Meeting Room),http://voffice.co.id,81280055105,Office space rental agency,1505,4.6,106.8072141,-6.2272408,Yes,Yes,Yes,Yes,Yes,Yes,250000,8,Small,Scbd. Office 8. Jl. Jenderal Sudirman No.8. RW.3. Senayan. Kebayoran Baru. Jakarta 12190,Jakarta Selatan,"Tempat nya strategis banget, Pelayanan cepat tanggap, sangat membantu dan sangat terjangkau untuk harga yang ditawarkan dengan fasilitas yang didapat sangat pas, Tempat sangat strategis , memberikan kenyamanan juga yang terpenting, pelayanan nya sangat ramah dan baik, Tempat dan lokasi bagus, cust servicenya ramah dan fast response, parkiran cukup banyak slotnya, Parkiran mobil dan motornya luas juga, Parkiran motor tersedia, masuk melalui pintu utama di jalan senopati raya, Akses mudah dan parkir gampang, Parkir cukup nyaman, Parkir motor tamu harus di luar dan tidak boleh dikunci stang atau digembok, Parkir luas, ada ATM, parkir luas, parkir mudahTempat parkir sepeda motor hanya untuk anggota",55.jpg,tempat strategis banget pelayanan cepat tanggap sangat membantu dan sangat terjangkau untuk harga yang ditawarkan dengan fasilitas yang didapat sangat pas tempat sangat strategis memberikan kemanan juga yang terpenting pelayanan sangat ramah dan baik tempat dan lokasi bagus cust service ramah dan fast response parkiran cukup bak slot parkiran mobil dan motor luas juga parkiran motor tersedia masuk melalui pintu utama di jalan senopati raya akses mudah dan parkir gampang parkir cukup man parkir motor tamu harus di luar dan tidak boleh dikunci stang atau digembok parkir luas ada atm parkir luas parkir mudahtempat parkir sepeda motor ha untuk anggota,strategis banget layan cepat tanggap bantu jangkau harga tawar fasilitas pas strategis keman layan ramah lokasi bagus cust service ramah fast response parkir bak slot parkir mobil motor luas parkir motor sedia pintu utama jalan senopati raya akses mudah parkir gampang parkir man parkir motor tamu kunci stang gembok parkir luas atm parkir luas parkir mudahtempat parkir sepeda motor ha anggota
Hotel Amaris Meeting Room,https://amarishotel.com/id/hotel/amaris-hotel-mangga-besar/,216262908,Meeting room,2,3.5,106.8189623,-6.1494072,Yes,Yes,Yes,Yes,Yes,Yes,375000,15,Small,Jl. Raya Mangga Besar No.6. RT.6/RW.5. Mangga Besar. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11170,Jakarta barat,"Bagus rapi & ramah, murah lagi, Parkiran cukup kecil, tapi kalau hujan aman karna drop off aman dr hujan",56.jpg,bagus rapi ramah murah lagi parkiran cukup kecil tapi kalau hujan aman karna drop off aman dr hujan,bagus rapi ramah murah parkir hujan aman karna drop off aman dr hujan
MARQUEE - Cyber â€‹â€‹2,http://marqueeoffices.com,2175999999,Office space rental agency,91,4.6,106.8323666,-6.226387,Yes,Yes,Yes,Yes,Yes,No,150000,8,Small,Cyber2 Tower. 17th-18th Floor. Jl. H. R. Rasuna Said Blok X-5. RT.7/RW.2. Kuningan. Kuningan Tim.. Kecamatan Setiabudi. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12950,Jakarta Selatan,"Executive Office, Virtual Office, Cohost yang sangat berkembang, nyaman, dan ramah, Servicenya bagus banget, tempat nya juga nyaman & bersih banget, Kantornya nyaman dan akses internetnya cepat, Tempat meeting terbaik, dengan pemandangan yg indah, parkir bayar mahal",57.jpg,executive office virtual office cohost yang sangat berkembang man dan ramah service bagus banget tempat juga man bersih banget kantor man dan akses internet cepat tempat meeting terbaik dengan pemandangan yg indah parkir bayar mahal,executive office virtual office cohost kembang man ramah service bagus banget man bersih banget kantor man akses internet cepat meeting pandang yg indah parkir bayar mahal
vOffice - East Rawamangun (Virtual Office | Serviced Office | Meeting Room),http://voffice.co.id,81280055105,Office space rental agency,46,4.8,106.8908071,-6.197018673,Yes,Yes,Yes,Yes,Yes,Yes,250000,8,Small,"Jl. Perserikatan No.1, RT.2/RW.8, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",Jakarta Timur,"Service office yang lengkap fasilitasnya, Pelayanan dan smoking area ok, Tempat nyaman untuk bekerja, Pelayanan ramah, dan mau bantu data-data jika ada yg kurang, Responsif, Tempat parkir terbatas untuk mobil, dan kurangnya perawatan di dalam gedung.",58.jpg,service office yang lengkap fasilitas pelayanan dan smoking area ok tempat man untuk bekerja pelayanan ramah dan mau bantu data data jika ada yg kurang responsif tempat parkir terbatas untuk mobil dan kurang perawatan di dalam gedung,service office lengkap fasilitas layan smoking area ok man layan ramah bantu data data yg responsif parkir batas mobil awat gedung
EastSquare Business Center,https://www.eastsquare.biz/,8128095500,Meeting room,38,4.4,106.8944942,-6.193699904,No,No,Yes,Yes,No,Yes,150000,6,Small,"Jl. Pemuda No.65, Rawamangun, Jakarta Timur",Jakarta Timur,"Tempatnya nyaman untuk berkerja dengan pelayanan yang bagus, sangat direkomendasikan untuk yang mencari coworking space di sekitaran rawamangun, Wilayah strategis, banyak akses transportasi disekitarnya, Kantornya bagus, resepsionis supel, Kantor apik, harga standar, Kantor yang strategis lokasinya.",59.jpg,tempat man untuk berkerja dengan pelayanan yang bagus sangat direkomendasikan untuk yang mencari coworking space di sekitaran rawamangun wilayah strategis bak akses transportasi disekitar kantor bagus resepsionis supel kantor apik harga standar kantor yang strategis lokasi,man layan bagus rekomendasi cari coworking space rawamangun wilayah strategis bak akses transportasi kantor bagus resepsionis supel kantor apik harga standar kantor strategis lokasi
Kecapi Meeting Room Santika Hotel TMII,https://www.mysantika.com/,2129378500,Hotel,9,4.7,106.8866947,-6.302934328,Yes,Yes,Yes,Yes,Yes,Yes,500000,60,Large,"Jl. Hankam Raya No.46, RT.1/RW.2, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,"Ruang meeting lumayan besar Dan AC nya dingin banget, Keren musholla nya samping Ruang meeting, Mantap, Keren tempatnya.",60.jpg,ruang meeting lumayan besar dan ac dingin banget keren musholla samping ruang meeting mantap keren tempat,ruang meeting lumayan ac dingin banget keren musholla samping ruang meeting mantap keren
Balairung Meeting Room,http://balairung-hotel.co.id/,2185917217,Hotel,7,4.4,106.8548808,-6.199692838,Yes,Yes,Yes,Yes,Yes,Yes,400000,100,Large,"Jl. Matraman Raya No.19, RT.1/RW.1, Palmeriam, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13320",Jakarta Timur,"Di depan gedung ini terdapat halte busway, tempat meeting",61.jpg,di depan gedung ini terdapat halte busway tempat meeting,gedung halte busway meeting
iOffice - Jakarta (Virtual Office | Serviced Office | Meeting Room | IT Training),http://ioffice.co.id/,81212341673,Office space rental agency,3,5.0,106.8856659,-6.192790806,Yes,Yes,Yes,Yes,No,No,120000,20,Medium,"Jl. Pemuda No.15, RT.8/RW.4, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",Jakarta Timur,"Tempatnya strategis, dan nyaman, harga worth it. ",62.jpg,tempat strategis dan man harga worth it,strategis man harga worth it
Vin & Co.Working,https://vincoworking.id/,81386468028,Meeting room,32,4.9,106.8827501,-6.226598323,Yes,Yes,Yes,No,No,No,100000,16,Small,Jl. Raya Cipinang Besar Selatan No. 8 - Gedung Vinoti Living,Jakarta Timur,"Lokasi sangat strategis, dan mudah dijangkau, Tempatnya nyaman  akses ke lokasi gampang, Tempat enak dan nyaman buat kerja dan berkegiatan baik di outdoor maupun indoor, Tempatnya menarik, harganya asyik, lokasi strategis, enak buat kerja. Tempat yg flexible dan nyaman",63.jpg,lokasi sangat strategis dan mudah dijangkau tempat man akses ke lokasi gampang tempat enak dan man buat kerja dan berkegiatan baik di outdoor maupun indoor tempat menarik harga asyik lokasi strategis enak buat kerja tempat yg flexible dan man,lokasi strategis mudah jangkau man akses lokasi gampang man giat outdoor indoor tarik harga asyik lokasi strategis yg flexible man
Reneospace,https://www.instagram.com/reneospace/,2122088851,Coworking space,157,4.8,106.8990555,-6.241557965,Yes,No,Yes,Yes,No,No,100000,10,Small,"Jl. Pondok Bambu Batas Bambu No.14, RT.3/RW.12, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Jakarta Timur,"Tempatnya nyaman, Cocok untuk yang ingin menyewa kantor atau tempat meeting di sekitaran Jakarta Timur, Tempatnya cozy banget, Cocok buat meeting bareng klien, atau buat ngumpul bareng komunitas, Terletak satu area dengan klinik, Ada coffeshop di pintu masuk yang bikin suasananya wangi kopi, Multifunction roomnya enak dan adem,  homy banget suasananya, Tempatnya nyaman, lingkungannya pun tenang tepat untuk meeting maupun utk mengerjakan tugas akhir, Parkiran aman.",64.jpg,tempat man cocok untuk yang ingin menyewa kantor atau tempat meeting di sekitaran jakarta timur tempat cozy banget cocok buat meeting bareng klien atau buat ngumpul bareng komunitas terletak satu area dengan klinik ada coffeshop di pintu masuk yang bikin suasana wangi kopi multifunction room enak dan adem homy banget suasana tempat man lingkungan pun tenang tepat untuk meeting maupun utk mengerjakan tugas akhir parkiran aman,man cocok sewa kantor meeting jakarta timur cozy banget cocok meeting bareng klien ngumpul bareng komunitas letak area klinik coffeshop pintu bikin suasana wangi kopi multifunction room adem homy banget suasana man lingkung tenang meeting utk tugas parkir aman
